claim_id,date_submitted,franchise_id,item_category,quantity,requested_total,carrier_approved_total,target_outcome,rate,unit_price,qty
CLM-16250,01/20/2025,Franchise_NY_12,Dehumidifier Rental,,2238.3,1086.28,0,,$124.35,18.0
CLM-49594,04/24/2025,Franchise_NY_12,Baseboard Replacement,,2388.26,1975.86,0,,$48.74,49.0
CLM-86550,2025-02-21,Franchise_FL_04,Dehumidifier Rental,11.0,1461.9,1461.9,1,132.9,,
CLM-25922,2025-04-30,Franchise_FL_04,Drywall Repair,30.0,,1066.8,1,35.56,,
CLM-59577,"February 16, 2025",Franchise_TX_01,Drywall Repair,3.0,424.74,424.74,1,,141.58,
CLM-31918,"July 03, 2025",Franchise_TX_01,Drywall Repair,48.0,5935.68,5935.68,1,,123.66,
CLM-39008,11/24/2025,Franchise_NY_12,Water Extraction,,591.6,591.6,1,,$20.4,29.0
CLM-28822,2025-04-12,Franchise_FL_04,Baseboard Replacement,4.0,455.64,261.32,0,113.91,,
CLM-29898,"September 14, 2025",Franchise_TX_01,Baseboard Replacement,19.0,1375.79,1375.79,1,,72.41,
CLM-57378,11/28/2025,Franchise_NY_12,Antimicrobial Treatment,,2929.08,2316.97,0,,$66.57,44.0
CLM-45566,"October 24, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,50.0,3755.5,2366.21,0,,75.11,
CLM-11842,"February 21, 2025",Franchise_TX_01,Antimicrobial Treatment,2.0,235.9,179.48,0,,117.95,
CLM-33694,"March 21, 2025",Franchise_TX_01,Dehumidifier Rental,32.0,3172.8,3172.8,1,,99.15,
CLM-89700,2025-04-18,Franchise_FL_04,Drywall Repair,30.0,3658.5,1665.83,0,121.95,,
CLM-52004,"December 27, 2025",Franchise_TX_01,Baseboard Replacement,1.0,68.29,57.86,0,,68.29,
CLM-68171,"April 04, 2025",Franchise_TX_01,Antimicrobial Treatment,13.0,457.34,457.34,1,,35.18,
CLM-99929,"September 13, 2025",Franchise_TX_01,Water Extraction - MISC,21.0,1423.59,1423.59,1,,67.79,
CLM-23710,2025-12-08,Franchise_FL_04,Antimicrobial Treatment,36.0,4943.52,4943.52,1,137.32,,
CLM-31789,08/12/2025,Franchise_NY_12,Dehumidifier Rental,,5645.64,5645.64,1,,$128.31,44.0
CLM-64550,11/25/2025,Franchise_NY_12,Dehumidifier Rental,,2851.24,2851.24,1,,$101.83,28.0
CLM-23277,09/08/2025,Franchise_NY_12,Antimicrobial Treatment,,5173.6,5173.6,1,,$129.34,40.0
CLM-41837,2025-01-26,Franchise_FL_04,Baseboard Replacement,25.0,2595.25,2149.96,0,103.81,,
CLM-13046,2025-04-21,Franchise_FL_04,Drywall Repair,25.0,2338.25,1007.32,0,93.53,,
CLM-89519,09/01/2025,Franchise_NY_12,Baseboard Replacement,,148.68,148.68,1,,$37.17,4.0
CLM-63513,11/26/2025,Franchise_NY_12,Dehumidifier Rental,,594.54,295.75,0,,$99.09,6.0
CLM-33651,"February 15, 2025",Franchise_TX_01,Water Extraction,23.0,1287.54,1287.54,1,,55.98,
CLM-92302,2025-09-12,Franchise_FL_04,Drywall Repair,50.0,5450.5,2334.73,0,109.01,,
CLM-23902,"July 24, 2025",Franchise_TX_01,Water Extraction,38.0,3147.54,3147.54,1,,82.83,
CLM-47421,"November 02, 2025",Franchise_TX_01,Antimicrobial Treatment,32.0,2684.16,1204.5,0,,83.88,
CLM-86085,11/10/2025,Franchise_NY_12,Water Extraction,,5553.86,3150.48,0,,$135.46,41.0
CLM-17608,04/23/2025,Franchise_NY_12,Water Extraction,,1935.91,1265.31,0,,$84.17,23.0
CLM-62272,07/30/2025,Franchise_NY_12,Dehumidifier Rental,,2384.97,2384.97,1,,$58.17,41.0
CLM-20604,"July 27, 2025",Franchise_TX_01,Water Extraction,17.0,425.0,425.0,1,,25.0,
CLM-54090,"September 28, 2025",Franchise_TX_01,Water Extraction,29.0,4065.51,4065.51,1,,140.19,
CLM-52629,2025-01-25,Franchise_FL_04,Baseboard Replacement,36.0,1524.6,1524.6,1,42.35,,
CLM-34198,"October 02, 2025",Franchise_TX_01,Drywall Repair,17.0,381.99,381.99,1,,22.47,
CLM-47393,2025-06-10,Franchise_FL_04,Baseboard Replacement,49.0,6945.26,6945.26,1,141.74,,
CLM-16937,"January 22, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,40.0,3172.0,2125.41,0,,79.3,
CLM-11937,2025-09-23,Franchise_FL_04,Antimicrobial Treatment,48.0,2043.84,1710.11,0,42.58,,
CLM-37118,2025-06-30,Franchise_FL_04,Drywall Repair,17.0,2306.05,978.6,0,135.65,,
CLM-77748,2025-10-01,Franchise_FL_04,Antimicrobial Treatment,21.0,1414.98,1414.98,1,67.38,,
CLM-71685,"December 05, 2025",Franchise_TX_01,Water Extraction,11.0,845.35,677.57,0,,76.85,
CLM-50536,12/14/2025,Franchise_NY_12,Dehumidifier Rental,,1820.72,968.67,0,,$41.38,44.0
CLM-23744,"December 07, 2025",Franchise_TX_01,Dehumidifier Rental,47.0,3856.82,3856.82,1,,82.06,
CLM-43179,2025-07-20,Franchise_FL_04,Baseboard Replacement,41.0,4160.68,4160.68,1,101.48,,
CLM-67365,"October 08, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,15.0,1457.85,1091.48,0,,97.19,
CLM-65698,"June 21, 2025",Franchise_TX_01,Water Extraction,1.0,73.81,73.81,1,,73.81,
CLM-77038,09/27/2025,Franchise_NY_12,Water Extraction,,1405.24,584.67,0,,$36.98,38.0
CLM-81512,09/08/2025,Franchise_NY_12,Baseboard Replacement,,723.12,723.12,1,,$30.13,24.0
CLM-87665,2025-07-24,Franchise_FL_04,Antimicrobial Treatment,32.0,4083.52,2242.09,0,127.61,,
CLM-94033,06/03/2025,Franchise_NY_12,Drywall Repair,,1037.76,1037.76,1,,$21.62,48.0
CLM-66359,2025-09-01,Franchise_FL_04,Dehumidifier Rental,8.0,889.52,889.52,1,111.19,,
CLM-73610,"April 13, 2025",Franchise_TX_01,Dehumidifier Rental,21.0,536.34,536.34,1,,25.54,
CLM-20003,2025-09-29,Franchise_FL_04,Water Extraction,8.0,403.12,265.53,0,50.39,,
CLM-22490,2025-02-08,Franchise_FL_04,Baseboard Replacement,40.0,2116.8,1699.95,0,52.92,,
CLM-10084,2025-11-01,Franchise_FL_04,Water Extraction,24.0,3140.16,1921.05,0,130.84,,
CLM-37815,"August 25, 2025",Franchise_TX_01,Dehumidifier Rental,28.0,3059.84,3059.84,1,,109.28,
CLM-27341,"July 02, 2025",Franchise_TX_01,Antimicrobial Treatment,45.0,2236.05,2236.05,1,,49.69,
CLM-32291,2025-07-08,Franchise_FL_04,Baseboard Replacement,27.0,2903.58,2903.58,1,107.54,,
CLM-91747,11/13/2025,Franchise_NY_12,Water Extraction,,847.8,362.83,0,,$23.55,36.0
CLM-61802,"June 05, 2025",Franchise_TX_01,Water Extraction,17.0,1476.79,1476.79,1,,86.87,
CLM-66951,2025-09-22,Franchise_FL_04,Antimicrobial Treatment,41.0,5422.25,5422.25,1,132.25,,
CLM-16794,2025-08-10,Franchise_FL_04,Baseboard Replacement,1.0,120.66,120.66,1,120.66,,
CLM-20616,08/05/2025,Franchise_NY_12,Baseboard Replacement,,6422.24,6422.24,1,,$145.96,44.0
CLM-38829,"May 18, 2025",Franchise_TX_01,Drywall Repair,28.0,2230.76,1418.6,0,,79.67,
CLM-52879,11/26/2025,Franchise_NY_12,Drywall Repair,,5369.76,5369.76,1,,$122.04,44.0
CLM-49106,"August 09, 2025",Franchise_TX_01,Antimicrobial Treatment,41.0,3172.17,1828.61,0,,77.37,
CLM-76308,"August 12, 2025",Franchise_TX_01,Baseboard Replacement - MISC,16.0,1226.72,1226.72,1,,76.67,
CLM-44446,2025-01-15,Franchise_FL_04,Antimicrobial Treatment,40.0,4849.6,4849.6,1,121.24,,
CLM-48839,"August 23, 2025",Franchise_TX_01,Water Extraction - MISC,34.0,2748.56,2748.56,1,,80.84,
CLM-78918,2025-09-09,Franchise_FL_04,Drywall Repair,9.0,417.15,417.15,1,46.35,,
CLM-47721,03/10/2025,Franchise_NY_12,Antimicrobial Treatment,,3094.96,2472.09,0,,$70.34,44.0
CLM-52716,07/31/2025,Franchise_NY_12,Antimicrobial Treatment,,2268.76,2268.76,1,,$87.26,26.0
CLM-31685,07/10/2025,Franchise_NY_12,Antimicrobial Treatment,,567.8,567.8,1,,$16.7,34.0
CLM-78136,11/03/2025,Franchise_NY_12,Baseboard Replacement,,331.12,197.54,0,,$41.39,8.0
CLM-78194,2025-10-02,Franchise_FL_04,Antimicrobial Treatment,23.0,1761.34,1761.34,1,76.58,,
CLM-41898,01/20/2025,Franchise_NY_12,Drywall Repair,,5010.79,5010.79,1,,$116.53,43.0
CLM-13567,2025-05-14,Franchise_FL_04,Antimicrobial Treatment,50.0,3904.5,3904.5,1,78.09,,
CLM-42447,2025-12-19,Franchise_FL_04,Dehumidifier Rental,28.0,1264.48,892.23,0,45.16,,
CLM-72725,2025-11-29,Franchise_FL_04,Antimicrobial Treatment,41.0,5798.63,3952.82,0,141.43,,
CLM-50223,06/30/2025,Franchise_NY_12,Baseboard Replacement,,1878.9,1878.9,1,,$125.26,15.0
CLM-83859,09/24/2025,Franchise_NY_12,Dehumidifier Rental,,652.32,652.32,1,,$40.77,16.0
CLM-44522,10/16/2025,Franchise_NY_12,Drywall Repair,,337.96,337.96,1,,$24.14,14.0
CLM-62251,01/17/2025,Franchise_NY_12,Dehumidifier Rental,,1189.24,1189.24,1,,$45.74,26.0
CLM-35517,"May 27, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,22.0,2959.44,2959.44,1,,134.52,
CLM-78426,09/25/2025,Franchise_NY_12,Water Extraction,,1313.76,1313.76,1,,$93.84,14.0
CLM-90131,2025-11-25,Franchise_FL_04,Drywall Repair,25.0,2529.25,2529.25,1,101.17,,
CLM-48938,"February 07, 2025",Franchise_TX_01,Drywall Repair,29.0,2056.97,1325.88,0,,70.93,
CLM-47407,04/25/2025,Franchise_NY_12,Dehumidifier Rental,,2584.51,2584.51,1,,$112.37,23.0
CLM-93236,08/11/2025,Franchise_NY_12,Water Extraction,,1855.59,1389.14,0,,$56.23,33.0
CLM-78995,07/01/2025,Franchise_NY_12,Water Extraction,,2830.2,1922.86,0,,$94.34,30.0
CLM-84666,2025-08-07,Franchise_FL_04,Baseboard Replacement,46.0,3896.66,3896.66,1,84.71,,
CLM-47912,2025-03-21,Franchise_FL_04,Antimicrobial Treatment,40.0,4168.4,4168.4,1,104.21,,
CLM-72113,2025-09-08,Franchise_FL_04,Dehumidifier Rental,15.0,2023.5,1006.43,0,134.9,,
CLM-27413,10/23/2025,Franchise_NY_12,Drywall Repair,,117.45,117.45,1,,$23.49,5.0
CLM-96691,"August 28, 2025",Franchise_TX_01,Baseboard Replacement,16.0,366.56,212.05,0,,22.91,
CLM-53672,2025-06-01,Franchise_FL_04,Drywall Repair,46.0,3371.34,3371.34,1,73.29,,
CLM-93662,03/07/2025,Franchise_NY_12,Drywall Repair,,2896.83,2366.53,0,,$107.29,27.0
CLM-61829,"October 08, 2025",Franchise_TX_01,Water Extraction,22.0,1892.88,1892.88,1,,86.04,
CLM-14305,"March 18, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,7.0,888.79,765.01,0,,126.97,
CLM-30060,04/01/2025,Franchise_NY_12,Dehumidifier Rental,,1385.52,916.16,0,,$60.24,23.0
CLM-36051,2025-04-01,Franchise_FL_04,Water Extraction,30.0,4154.1,4154.1,1,138.47,,
CLM-97300,06/18/2025,Franchise_NY_12,Dehumidifier Rental,,420.72,420.72,1,,$17.53,24.0
CLM-20978,08/08/2025,Franchise_NY_12,Water Extraction,,5491.0,5491.0,1,,$144.5,38.0
CLM-38525,2025-08-13,Franchise_FL_04,Drywall Repair,36.0,2957.4,2592.28,0,82.15,,
CLM-47237,12/05/2025,Franchise_NY_12,Dehumidifier Rental,,2277.32,2277.32,1,,$66.98,34.0
CLM-55866,2025-05-16,Franchise_FL_04,Drywall Repair,33.0,1868.13,1868.13,1,56.61,,
CLM-41440,"July 28, 2025",Franchise_TX_01,Water Extraction,8.0,517.12,281.24,0,,64.64,
CLM-25055,08/21/2025,Franchise_NY_12,Drywall Repair,,1174.11,1174.11,1,,$55.91,21.0
CLM-51971,08/25/2025,Franchise_NY_12,Dehumidifier Rental,,6006.24,6006.24,1,,$125.13,48.0
CLM-74507,2025-09-17,Franchise_FL_04,Water Extraction,7.0,352.31,194.65,0,50.33,,
CLM-53555,2025-09-29,Franchise_FL_04,Dehumidifier Rental,45.0,2354.85,1431.97,0,52.33,,
CLM-80307,"July 26, 2025",Franchise_TX_01,Baseboard Replacement - MISC,43.0,4121.12,4121.12,1,,95.84,
CLM-76449,2025-01-11,Franchise_FL_04,Water Extraction,6.0,646.14,424.82,0,107.69,,
CLM-72629,2025-11-15,Franchise_FL_04,Antimicrobial Treatment,3.0,268.8,171.88,0,89.6,,
CLM-52511,2025-01-10,Franchise_FL_04,Drywall Repair,28.0,3468.64,3468.64,1,123.88,,
CLM-18556,"June 06, 2025",Franchise_TX_01,Water Extraction,8.0,222.72,126.89,0,,27.84,
CLM-62514,2025-11-24,Franchise_FL_04,Antimicrobial Treatment,23.0,2036.88,1480.98,0,88.56,,
CLM-10080,2025-05-30,Franchise_FL_04,Antimicrobial Treatment,39.0,4786.08,4786.08,1,122.72,,
CLM-45922,02/05/2025,Franchise_NY_12,Baseboard Replacement,,1515.82,629.27,0,,$39.89,38.0
CLM-31196,09/13/2025,Franchise_NY_12,Dehumidifier Rental,,127.77,56.58,0,,$42.59,3.0
CLM-30229,09/23/2025,Franchise_NY_12,Baseboard Replacement,,2103.5,2103.5,1,,$42.07,50.0
CLM-22259,"November 20, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,23.0,3209.19,2164.07,0,,139.53,
CLM-82513,04/30/2025,Franchise_NY_12,Drywall Repair,,480.64,480.64,1,,$60.08,8.0
CLM-92889,08/02/2025,Franchise_NY_12,Antimicrobial Treatment,,5095.2,3596.11,0,,$127.38,40.0
CLM-30643,"March 23, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,4.0,78.32,78.32,1,,19.58,
CLM-87961,"October 08, 2025",Franchise_TX_01,Antimicrobial Treatment,22.0,1742.62,1742.62,1,,79.21,
CLM-56631,2025-10-23,Franchise_FL_04,Water Extraction,6.0,133.86,74.44,0,22.31,,
CLM-46917,2025-12-26,Franchise_FL_04,Baseboard Replacement,25.0,2537.0,2537.0,1,101.48,,
CLM-76028,10/08/2025,Franchise_NY_12,Baseboard Replacement,,1487.5,795.56,0,,$43.75,34.0
CLM-36195,08/20/2025,Franchise_NY_12,Drywall Repair,,3267.84,1797.43,0,,$88.32,37.0
CLM-29414,12/24/2025,Franchise_NY_12,Baseboard Replacement,,689.05,479.93,0,,$137.81,5.0
CLM-70323,"April 01, 2025",Franchise_TX_01,Baseboard Replacement,22.0,1721.06,1010.46,0,,78.23,
CLM-80593,07/06/2025,Franchise_NY_12,Baseboard Replacement,,794.0,794.0,1,,$79.4,10.0
CLM-63045,"June 20, 2025",Franchise_TX_01,Water Extraction - MISC,48.0,3914.4,2151.34,0,,81.55,
CLM-41281,05/26/2025,Franchise_NY_12,Antimicrobial Treatment,,2658.69,2134.07,0,,$98.47,27.0
CLM-32331,"December 17, 2025",Franchise_TX_01,Water Extraction,15.0,913.2,913.2,1,,60.88,
CLM-11917,2025-03-06,Franchise_FL_04,Baseboard Replacement,7.0,203.84,177.59,0,29.12,,
CLM-70209,07/28/2025,Franchise_NY_12,Drywall Repair,,4758.36,4758.36,1,,$125.22,38.0
CLM-58715,2025-09-15,Franchise_FL_04,Antimicrobial Treatment,37.0,,3416.58,1,92.34,,
CLM-20443,"January 22, 2025",Franchise_TX_01,Water Extraction,3.0,70.23,61.27,0,,23.41,
CLM-30866,11/09/2025,Franchise_NY_12,Water Extraction,,415.98,415.98,1,,$23.11,18.0
CLM-66459,2025-01-04,Franchise_FL_04,Baseboard Replacement,18.0,1780.38,1780.38,1,98.91,,
CLM-62665,"July 19, 2025",Franchise_TX_01,Dehumidifier Rental,30.0,3306.9,3306.9,1,,110.23,
CLM-48046,2025-12-31,Franchise_FL_04,Water Extraction,29.0,1816.27,1363.54,0,62.63,,
CLM-63667,"April 29, 2025",Franchise_TX_01,Water Extraction,32.0,4384.0,4384.0,1,,137.0,
CLM-32739,06/04/2025,Franchise_NY_12,Dehumidifier Rental,,981.5,508.98,0,,$75.5,13.0
CLM-18273,2025-04-11,Franchise_FL_04,Dehumidifier Rental,15.0,1392.9,597.53,0,92.86,,
CLM-47274,2025-02-01,Franchise_FL_04,Water Extraction,5.0,170.8,170.8,1,34.16,,
CLM-39269,"June 06, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,31.0,4624.27,4624.27,1,,149.17,
CLM-53829,"November 19, 2025",Franchise_TX_01,Antimicrobial Treatment,16.0,2023.2,2023.2,1,,126.45,
CLM-71727,03/03/2025,Franchise_NY_12,Drywall Repair,,2255.56,1672.93,0,,$66.34,34.0
CLM-18105,"March 06, 2025",Franchise_TX_01,Baseboard Replacement,9.0,983.34,983.34,1,,109.26,
CLM-17051,"March 21, 2025",Franchise_TX_01,Drywall Repair - MISC,42.0,6267.66,3147.58,0,,149.23,
CLM-67247,2025-12-24,Franchise_FL_04,Antimicrobial Treatment,46.0,1188.64,1188.64,1,25.84,,
CLM-78114,"February 21, 2025",Franchise_TX_01,Drywall Repair,15.0,492.9,492.9,1,,32.86,
CLM-91682,"April 02, 2025",Franchise_TX_01,Baseboard Replacement,34.0,886.38,886.38,1,,26.07,
CLM-84837,06/12/2025,Franchise_NY_12,Dehumidifier Rental,,1280.7,1280.7,1,,$85.38,15.0
CLM-89862,2025-09-04,Franchise_FL_04,Antimicrobial Treatment,18.0,2556.9,2095.21,0,142.05,,
CLM-61983,"January 04, 2025",Franchise_TX_01,Dehumidifier Rental,2.0,30.36,30.36,1,,15.18,
CLM-29485,2025-04-25,Franchise_FL_04,Dehumidifier Rental,16.0,2013.6,2013.6,1,125.85,,
CLM-63542,02/01/2025,Franchise_NY_12,Baseboard Replacement,,3317.6,3317.6,1,,$82.94,40.0
CLM-44458,2025-11-10,Franchise_FL_04,Water Extraction,41.0,2248.03,2248.03,1,54.83,,
CLM-91835,"December 26, 2025",Franchise_TX_01,Baseboard Replacement,20.0,2475.8,2094.53,0,,123.79,
CLM-45364,09/26/2025,Franchise_NY_12,Drywall Repair,,838.8,744.14,0,,$139.8,6.0
CLM-11797,11/27/2025,Franchise_NY_12,Antimicrobial Treatment,,2143.53,2143.53,1,,$126.09,17.0
CLM-65918,"June 23, 2025",Franchise_TX_01,Dehumidifier Rental,28.0,2705.08,1775.55,0,,96.61,
CLM-40997,07/08/2025,Franchise_NY_12,Dehumidifier Rental,,769.3,769.3,1,,$54.95,14.0
CLM-90347,2025-12-02,Franchise_FL_04,Water Extraction,8.0,725.04,725.04,1,90.63,,
CLM-57435,2025-01-23,Franchise_FL_04,Dehumidifier Rental,39.0,5618.34,5618.34,1,144.06,,
CLM-24710,11/22/2025,Franchise_NY_12,Drywall Repair,,1852.15,1252.57,0,,$108.95,17.0
CLM-46932,03/08/2025,Franchise_NY_12,Antimicrobial Treatment,,645.43,565.41,0,,$15.01,43.0
CLM-16088,2025-12-07,Franchise_FL_04,Antimicrobial Treatment,41.0,2271.81,1584.89,0,55.41,,
CLM-87034,"March 02, 2025",Franchise_TX_01,Water Extraction,49.0,5724.67,5724.67,1,,116.83,
CLM-19981,10/18/2025,Franchise_NY_12,Baseboard Replacement,,3779.88,3011.53,0,,$96.92,39.0
CLM-98979,"September 23, 2025",Franchise_TX_01,Baseboard Replacement,39.0,4447.56,2487.74,0,,114.04,
CLM-98534,"September 09, 2025",Franchise_TX_01,Antimicrobial Treatment,38.0,3894.62,3894.62,1,,102.49,
CLM-43676,"August 05, 2025",Franchise_TX_01,Baseboard Replacement,48.0,5264.64,4179.94,0,,109.68,
CLM-55828,"October 26, 2025",Franchise_TX_01,Baseboard Replacement,47.0,3158.4,3158.4,1,,67.2,
CLM-60492,2025-03-12,Franchise_FL_04,Drywall Repair,24.0,651.84,651.84,1,27.16,,
CLM-31705,"July 24, 2025",Franchise_TX_01,Water Extraction,8.0,1066.96,644.45,0,,133.37,
CLM-15837,10/22/2025,Franchise_NY_12,Drywall Repair,,3639.96,3639.96,1,,$101.11,36.0
CLM-39976,"January 09, 2025",Franchise_TX_01,Drywall Repair - MISC,24.0,2540.88,2540.88,1,,105.87,
CLM-84005,2025-03-30,Franchise_FL_04,Baseboard Replacement,21.0,1229.97,1229.97,1,58.57,,
CLM-28748,05/09/2025,Franchise_NY_12,Dehumidifier Rental,,383.46,325.09,0,,$17.43,22.0
CLM-32064,08/29/2025,Franchise_NY_12,Water Extraction,,1922.96,1380.83,0,,$44.72,43.0
CLM-19507,"March 03, 2025",Franchise_TX_01,Water Extraction,27.0,2255.58,993.47,0,,83.54,
CLM-24463,09/20/2025,Franchise_NY_12,Dehumidifier Rental,,4182.66,1967.66,0,,$110.07,38.0
CLM-76621,07/07/2025,Franchise_NY_12,Baseboard Replacement,,2244.44,1384.34,0,,$51.01,44.0
CLM-62640,2025-07-17,Franchise_FL_04,Drywall Repair,26.0,2583.62,2583.62,1,99.37,,
CLM-88280,2025-03-06,Franchise_FL_04,Baseboard Replacement,46.0,2117.38,1839.17,0,46.03,,
CLM-76746,2025-06-22,Franchise_FL_04,Baseboard Replacement,40.0,2635.2,1222.57,0,65.88,,
CLM-46417,2025-10-31,Franchise_FL_04,Water Extraction,21.0,2506.56,2506.56,1,119.36,,
CLM-84308,07/21/2025,Franchise_NY_12,Dehumidifier Rental,,300.25,300.25,1,,$60.05,5.0
CLM-72066,2025-08-07,Franchise_FL_04,Antimicrobial Treatment,50.0,7358.0,5738.96,0,147.16,,
CLM-58115,09/04/2025,Franchise_NY_12,Dehumidifier Rental,,1192.38,1192.38,1,,$56.78,21.0
CLM-26050,"September 30, 2025",Franchise_TX_01,Baseboard Replacement,18.0,820.62,820.62,1,,45.59,
CLM-46706,01/26/2025,Franchise_NY_12,Water Extraction,,1859.88,1859.88,1,,$42.27,44.0
CLM-66547,08/20/2025,Franchise_NY_12,Antimicrobial Treatment,,452.56,319.77,0,,$113.14,4.0
CLM-77739,06/09/2025,Franchise_NY_12,Drywall Repair,,772.32,772.32,1,,$64.36,12.0
CLM-15036,"October 08, 2025",Franchise_TX_01,Antimicrobial Treatment,39.0,2117.7,2117.7,1,,54.3,
CLM-39269,01/18/2025,Franchise_NY_12,Water Extraction,,2823.38,2823.38,1,,$65.66,43.0
CLM-82332,03/16/2025,Franchise_NY_12,Dehumidifier Rental,,4442.2,3541.31,0,,$116.9,38.0
CLM-91042,2025-12-07,Franchise_FL_04,Baseboard Replacement,38.0,3919.32,3246.81,0,103.14,,
CLM-40050,05/08/2025,Franchise_NY_12,Dehumidifier Rental,,2295.06,2295.06,1,,$79.14,29.0
CLM-66590,2025-02-17,Franchise_FL_04,Dehumidifier Rental,2.0,34.5,34.5,1,17.25,,
CLM-51016,"May 11, 2025",Franchise_TX_01,Water Extraction,34.0,1720.4,1720.4,1,,50.6,
CLM-60360,03/03/2025,Franchise_NY_12,Antimicrobial Treatment,,1699.32,1699.32,1,,$34.68,49.0
CLM-71240,2025-12-17,Franchise_FL_04,Baseboard Replacement,2.0,284.88,221.3,0,142.44,,
CLM-62973,08/03/2025,Franchise_NY_12,Antimicrobial Treatment,,1899.73,1899.73,1,,$38.77,49.0
CLM-99836,09/16/2025,Franchise_NY_12,Antimicrobial Treatment,,539.19,419.37,0,,$59.91,9.0
CLM-81178,2025-06-13,Franchise_FL_04,Water Extraction,35.0,2384.9,1178.21,0,68.14,,
CLM-85149,2025-05-06,Franchise_FL_04,Drywall Repair,23.0,1070.65,1070.65,1,46.55,,
CLM-45479,12/01/2025,Franchise_NY_12,Antimicrobial Treatment,,4187.05,4187.05,1,,$85.45,49.0
CLM-10394,2025-08-17,Franchise_FL_04,Antimicrobial Treatment,47.0,1651.58,1651.58,1,35.14,,
CLM-77777,12/12/2025,Franchise_NY_12,Baseboard Replacement,,4443.85,4443.85,1,,$94.55,47.0
CLM-63068,"November 05, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,37.0,4455.91,3153.38,0,,120.43,
CLM-14363,10/07/2025,Franchise_NY_12,Water Extraction,,237.5,139.93,0,,$118.75,2.0
CLM-94118,2025-02-27,Franchise_FL_04,Water Extraction,16.0,2318.72,2318.72,1,144.92,,
CLM-45572,"October 01, 2025",Franchise_TX_01,Antimicrobial Treatment,22.0,753.5,753.5,1,,34.25,
CLM-71726,2025-04-28,Franchise_FL_04,Baseboard Replacement,30.0,3646.2,3646.2,1,121.54,,
CLM-27900,2025-09-05,Franchise_FL_04,Water Extraction,41.0,3698.61,3698.61,1,90.21,,
CLM-26968,"June 03, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,43.0,6198.88,6198.88,1,,144.16,
CLM-86622,2025-06-16,Franchise_FL_04,Drywall Repair,10.0,874.3,553.12,0,87.43,,
CLM-92884,2025-02-08,Franchise_FL_04,Antimicrobial Treatment,10.0,,608.41,0,84.08,,
CLM-21634,2025-07-25,Franchise_FL_04,Water Extraction,40.0,1772.8,1772.8,1,44.32,,
CLM-23654,"December 11, 2025",Franchise_TX_01,Dehumidifier Rental,2.0,213.1,87.58,0,,106.55,
CLM-42609,07/06/2025,Franchise_NY_12,Antimicrobial Treatment,,807.84,530.5,0,,$47.52,17.0
CLM-77009,"February 25, 2025",Franchise_TX_01,Drywall Repair,45.0,4581.45,2008.11,0,,101.81,
CLM-78225,08/17/2025,Franchise_NY_12,Dehumidifier Rental,,2587.5,1299.21,0,,$143.75,18.0
CLM-49979,"March 17, 2025",Franchise_TX_01,Antimicrobial Treatment,23.0,1598.96,1598.96,1,,69.52,
CLM-88348,04/15/2025,Franchise_NY_12,Drywall Repair,,472.68,472.68,1,,$26.26,18.0
CLM-21381,2025-02-05,Franchise_FL_04,Drywall Repair,2.0,230.02,230.02,1,115.01,,
CLM-17666,2025-03-26,Franchise_FL_04,Drywall Repair,23.0,1865.07,1289.08,0,81.09,,
CLM-61431,"May 12, 2025",Franchise_TX_01,Dehumidifier Rental,33.0,4244.79,4244.79,1,,128.63,
CLM-51948,05/04/2025,Franchise_NY_12,Dehumidifier Rental,,307.2,307.2,1,,$30.72,10.0
CLM-83397,"February 13, 2025",Franchise_TX_01,Baseboard Replacement,43.0,3441.72,3441.72,1,,80.04,
CLM-52107,2025-07-16,Franchise_FL_04,Drywall Repair,19.0,826.88,826.88,1,43.52,,
CLM-70917,03/21/2025,Franchise_NY_12,Baseboard Replacement,,6154.72,6154.72,1,,$139.88,44.0
CLM-47475,05/06/2025,Franchise_NY_12,Baseboard Replacement,,1258.91,1258.91,1,,$40.61,31.0
CLM-95537,2025-06-18,Franchise_FL_04,Drywall Repair,14.0,481.6,213.48,0,34.4,,
CLM-46681,"August 08, 2025",Franchise_TX_01,Dehumidifier Rental,2.0,144.6,144.6,1,,72.3,
CLM-14344,2025-08-28,Franchise_FL_04,Antimicrobial Treatment,9.0,895.14,536.8,0,99.46,,
CLM-44742,11/29/2025,Franchise_NY_12,Water Extraction,,1481.92,1249.09,0,,$33.68,44.0
CLM-76003,"November 15, 2025",Franchise_TX_01,Baseboard Replacement,38.0,2507.62,2507.62,1,,65.99,
CLM-61987,2025-02-05,Franchise_FL_04,Antimicrobial Treatment,4.0,266.28,222.05,0,66.57,,
CLM-54942,2025-12-19,Franchise_FL_04,Antimicrobial Treatment,16.0,,1880.64,1,117.54,,
CLM-15414,"April 29, 2025",Franchise_TX_01,Drywall Repair - MISC,36.0,894.6,555.59,0,,24.85,
