claim_id,franchise_id,item_category,date_submitted,quantity,unit_price,requested_total,carrier_approved_total,is_approved_fully,submit_month,submit_day_of_week
CLM-15644,Franchise_TX_01,Baseboard Replacement,,8.0,131.46,1051.68,1051.68,1,,
CLM-55842,Franchise_FL_04,Antimicrobial Treatment,2025-04-17,18.0,114.85,2067.3,2067.3,1,4.0,3.0
CLM-98008,Franchise_FL_04,Water Extraction,2025-05-11,34.0,43.09,1465.06,598.05,0,5.0,6.0
CLM-88392,Franchise_TX_01,Drywall Repair,,9.0,19.2,172.8,172.8,1,,
CLM-72705,Franchise_NY_12,Baseboard Replacement,,7.0,146.83,1027.81,620.92,0,,
CLM-72841,Franchise_TX_01,Baseboard Replacement - MISC,,43.0,23.77,1022.11,737.62,0,,
CLM-31804,Franchise_TX_01,Dehumidifier Rental,,2.0,134.26,268.52,268.52,1,,
CLM-12932,Franchise_NY_12,Antimicrobial Treatment,,5.0,79.23,396.15,180.6,0,,
CLM-21680,Franchise_FL_04,Baseboard Replacement,2025-07-13,35.0,95.71,3349.85,3349.85,1,7.0,6.0
CLM-19888,Franchise_NY_12,Baseboard Replacement,,10.0,65.36,653.6,472.36,0,,
CLM-77824,Franchise_TX_01,Drywall Repair - MISC,,49.0,88.1,4316.9,4316.9,1,,
CLM-18429,Franchise_NY_12,Water Extraction,,9.0,149.09,1341.81,811.12,0,,
CLM-71719,Franchise_TX_01,Dehumidifier Rental,,43.0,123.24,5299.32,3731.47,0,,
CLM-17937,Franchise_TX_01,Drywall Repair,,26.0,141.6,3681.6,3681.6,1,,
CLM-39818,Franchise_TX_01,Drywall Repair,,22.0,133.12,2928.64,2928.64,1,,
CLM-11938,Franchise_NY_12,Baseboard Replacement,,3.0,60.89,182.67,182.67,1,,
CLM-88386,Franchise_NY_12,Dehumidifier Rental,,36.0,102.72,3697.92,3697.92,1,,
CLM-45394,Franchise_NY_12,Antimicrobial Treatment,,7.0,112.78,789.46,393.42,0,,
CLM-97424,Franchise_FL_04,Water Extraction,2025-01-08,21.0,136.45,2865.45,2170.22,0,1.0,2.0
CLM-64747,Franchise_FL_04,Water Extraction,2025-06-18,9.0,76.6,689.4,435.23,0,6.0,2.0
CLM-67744,Franchise_NY_12,Water Extraction,,8.0,87.61,700.88,700.88,1,,
CLM-35581,Franchise_NY_12,Antimicrobial Treatment,,12.0,149.12,1789.44,1789.44,1,,
CLM-81848,Franchise_TX_01,Water Extraction,,18.0,86.25,1552.5,1239.83,0,,
CLM-39302,Franchise_TX_01,Baseboard Replacement - MISC,,44.0,45.62,2007.28,2007.28,1,,
CLM-60760,Franchise_NY_12,Baseboard Replacement,,9.0,114.59,1031.31,1031.31,1,,
CLM-54652,Franchise_NY_12,Drywall Repair,,8.0,27.1,216.8,159.12,0,,
CLM-23654,Franchise_FL_04,Antimicrobial Treatment,2025-12-19,3.0,56.51,169.53,110.4,0,12.0,4.0
CLM-62097,Franchise_NY_12,Water Extraction,,9.0,95.9,863.1,863.1,1,,
CLM-46673,Franchise_FL_04,Drywall Repair,2025-07-05,17.0,121.91,2072.47,1794.05,0,7.0,5.0
CLM-99187,Franchise_FL_04,Antimicrobial Treatment,2025-06-23,32.0,27.94,894.08,775.11,0,6.0,0.0
CLM-29606,Franchise_NY_12,Antimicrobial Treatment,,9.0,108.37,975.33,975.33,1,,
CLM-88910,Franchise_FL_04,Antimicrobial Treatment,2025-10-08,32.0,50.72,1623.04,1445.96,0,10.0,2.0
CLM-51163,Franchise_FL_04,Drywall Repair,2025-02-21,22.0,23.06,507.32,507.32,1,2.0,4.0
CLM-84056,Franchise_TX_01,Drywall Repair,,41.0,27.1,1111.1,1111.1,1,,
CLM-82383,Franchise_FL_04,Water Extraction,2025-08-04,1.0,97.28,97.28,55.39,0,8.0,0.0
CLM-60270,Franchise_FL_04,Water Extraction,2025-12-07,21.0,144.52,3034.92,3034.92,1,12.0,6.0
CLM-66456,Franchise_TX_01,Water Extraction,,41.0,131.19,5378.79,5378.79,1,,
CLM-76150,Franchise_FL_04,Antimicrobial Treatment,2025-06-14,17.0,92.3,1569.1,1569.1,1,6.0,5.0
CLM-64785,Franchise_NY_12,Drywall Repair,,47.0,107.49,5052.03,4033.82,0,,
CLM-31124,Franchise_NY_12,Dehumidifier Rental,,30.0,34.72,1041.6,1041.6,1,,
CLM-14306,Franchise_TX_01,Antimicrobial Treatment,,46.0,105.8,4866.8,2528.0,0,,
CLM-65559,Franchise_NY_12,Antimicrobial Treatment,,44.0,104.76,4609.44,4609.44,1,,
CLM-11909,Franchise_NY_12,Baseboard Replacement,,37.0,19.0,703.0,514.48,0,,
CLM-59514,Franchise_TX_01,Drywall Repair,,7.0,75.64,529.48,529.48,1,,
CLM-10896,Franchise_TX_01,Dehumidifier Rental,,39.0,15.38,599.82,599.82,1,,
CLM-38196,Franchise_FL_04,Antimicrobial Treatment,2025-05-04,48.0,79.05,3794.4,3794.4,1,5.0,6.0
CLM-56287,Franchise_FL_04,Dehumidifier Rental,2025-09-01,19.0,65.84,1250.96,769.39,0,9.0,0.0
CLM-68647,Franchise_FL_04,Antimicrobial Treatment,2025-12-25,50.0,123.47,6173.5,6173.5,1,12.0,3.0
CLM-47753,Franchise_FL_04,Antimicrobial Treatment,2025-03-08,50.0,16.41,820.5,465.98,0,3.0,5.0
CLM-45917,Franchise_FL_04,Water Extraction,2025-08-10,4.0,84.41,337.64,255.83,0,8.0,6.0
CLM-75580,Franchise_FL_04,Antimicrobial Treatment,2025-06-05,35.0,52.93,1852.55,1852.55,1,6.0,3.0
CLM-28585,Franchise_FL_04,Water Extraction,2025-02-27,39.0,79.31,3093.09,2112.85,0,2.0,3.0
CLM-94226,Franchise_FL_04,Water Extraction,2025-11-24,31.0,77.73,2409.63,1761.67,0,11.0,0.0
CLM-81093,Franchise_FL_04,Dehumidifier Rental,2025-05-25,50.0,72.93,3646.5,2762.96,0,5.0,6.0
CLM-21851,Franchise_NY_12,Dehumidifier Rental,,2.0,18.03,36.06,36.06,1,,
CLM-68664,Franchise_FL_04,Antimicrobial Treatment,2025-08-02,41.0,109.03,4470.23,4470.23,1,8.0,5.0
CLM-26653,Franchise_FL_04,Dehumidifier Rental,2025-10-06,1.0,149.02,149.02,149.02,1,10.0,0.0
CLM-42353,Franchise_FL_04,Antimicrobial Treatment,2025-01-15,41.0,61.27,2512.07,1078.95,0,1.0,2.0
CLM-27525,Franchise_FL_04,Drywall Repair,2025-08-27,36.0,145.01,5220.36,5220.36,1,8.0,2.0
CLM-62878,Franchise_NY_12,Drywall Repair,,33.0,141.93,4683.69,4683.69,1,,
CLM-16859,Franchise_FL_04,Antimicrobial Treatment,2025-03-29,42.0,139.46,5857.32,4697.9,0,3.0,5.0
CLM-49705,Franchise_FL_04,Water Extraction,2025-06-02,21.0,20.91,439.11,327.25,0,6.0,0.0
CLM-39626,Franchise_NY_12,Antimicrobial Treatment,,26.0,136.33,3544.58,2885.18,0,,
CLM-32213,Franchise_TX_01,Water Extraction,,4.0,46.74,186.96,159.77,0,,
CLM-77548,Franchise_FL_04,Baseboard Replacement,2025-03-03,35.0,132.63,4642.05,4642.05,1,3.0,0.0
CLM-10513,Franchise_NY_12,Drywall Repair,,35.0,55.39,1938.65,1181.83,0,,
CLM-10067,Franchise_NY_12,Drywall Repair,,50.0,96.66,4833.0,4833.0,1,,
CLM-48240,Franchise_NY_12,Dehumidifier Rental,,46.0,107.07,4925.22,4925.22,1,,
CLM-56302,Franchise_NY_12,Baseboard Replacement,,46.0,67.35,3098.1,3098.1,1,,
CLM-74462,Franchise_TX_01,Dehumidifier Rental,,9.0,55.26,497.34,289.54,0,,
CLM-52382,Franchise_NY_12,Water Extraction,,45.0,74.94,3372.3,3372.3,1,,
CLM-66098,Franchise_FL_04,Dehumidifier Rental,2025-03-22,12.0,82.73,992.76,992.76,1,3.0,5.0
CLM-73417,Franchise_NY_12,Drywall Repair,,17.0,81.75,1389.75,920.35,0,,
CLM-13179,Franchise_TX_01,Drywall Repair,,49.0,22.69,1111.81,1111.81,1,,
CLM-35849,Franchise_TX_01,Baseboard Replacement,,30.0,28.03,840.9,380.66,0,,
CLM-96677,Franchise_TX_01,Antimicrobial Treatment,,49.0,85.53,4190.97,4190.97,1,,
CLM-65630,Franchise_FL_04,Dehumidifier Rental,2025-02-07,41.0,52.22,2141.02,2141.02,1,2.0,4.0
CLM-16543,Franchise_TX_01,Antimicrobial Treatment,,24.0,33.29,798.96,330.63,0,,
CLM-24343,Franchise_TX_01,Drywall Repair - MISC,,25.0,22.09,552.25,552.25,1,,
CLM-41902,Franchise_NY_12,Baseboard Replacement,,22.0,121.77,2678.94,2678.94,1,,
CLM-47962,Franchise_NY_12,Antimicrobial Treatment,,24.0,94.32,2263.68,2263.68,1,,
CLM-49637,Franchise_TX_01,Antimicrobial Treatment,,28.0,128.63,3601.64,3601.64,1,,
CLM-12365,Franchise_NY_12,Water Extraction,,25.0,69.29,1732.25,1487.15,0,,
CLM-48864,Franchise_FL_04,Dehumidifier Rental,2025-01-25,41.0,36.13,1481.33,1103.35,0,1.0,5.0
CLM-90094,Franchise_TX_01,Baseboard Replacement,,27.0,24.85,670.95,670.95,1,,
CLM-68329,Franchise_NY_12,Dehumidifier Rental,,25.0,138.66,3466.5,1466.15,0,,
CLM-77189,Franchise_NY_12,Drywall Repair,,37.0,148.92,5510.04,5510.04,1,,
CLM-74608,Franchise_FL_04,Water Extraction,2025-06-26,21.0,74.93,1573.53,1354.32,0,6.0,3.0
CLM-91330,Franchise_TX_01,Dehumidifier Rental,,49.0,37.17,1821.33,1414.57,0,,
CLM-91867,Franchise_FL_04,Drywall Repair,2025-02-17,11.0,82.57,908.27,637.87,0,2.0,0.0
CLM-34696,Franchise_FL_04,Drywall Repair,2025-05-10,37.0,20.3,751.1,751.1,1,5.0,5.0
CLM-53793,Franchise_FL_04,Water Extraction,2025-11-13,35.0,49.82,1743.7,1743.7,1,11.0,3.0
CLM-95751,Franchise_NY_12,Drywall Repair,,41.0,129.13,5294.33,5294.33,1,,
CLM-87314,Franchise_FL_04,Baseboard Replacement,2025-06-27,12.0,105.97,1271.64,1075.65,0,6.0,4.0
CLM-79384,Franchise_TX_01,Water Extraction,,17.0,31.3,532.1,532.1,1,,
CLM-27133,Franchise_NY_12,Antimicrobial Treatment,,37.0,39.82,1473.34,1473.34,1,,
CLM-45393,Franchise_FL_04,Dehumidifier Rental,2025-12-11,42.0,142.39,5980.38,5980.38,1,12.0,3.0
CLM-78530,Franchise_NY_12,Dehumidifier Rental,,12.0,115.84,1390.08,979.56,0,,
CLM-20361,Franchise_TX_01,Drywall Repair,,34.0,27.88,947.92,780.99,0,,
CLM-97183,Franchise_FL_04,Dehumidifier Rental,2025-11-25,10.0,41.8,418.0,305.59,0,11.0,1.0
CLM-53461,Franchise_FL_04,Drywall Repair,2025-10-31,3.0,112.19,336.57,271.63,0,10.0,4.0
CLM-22505,Franchise_FL_04,Water Extraction,2025-10-05,12.0,124.18,1490.16,1490.16,1,10.0,6.0
CLM-84299,Franchise_NY_12,Dehumidifier Rental,,29.0,81.1,2351.9,1341.82,0,,
CLM-31145,Franchise_TX_01,Water Extraction,,17.0,36.49,620.33,620.33,1,,
CLM-84596,Franchise_FL_04,Dehumidifier Rental,2025-08-12,2.0,90.16,180.32,180.32,1,8.0,1.0
CLM-95715,Franchise_NY_12,Water Extraction,,17.0,21.17,359.89,359.89,1,,
CLM-33635,Franchise_NY_12,Water Extraction,,31.0,23.5,728.5,728.5,1,,
CLM-99094,Franchise_FL_04,Water Extraction,2025-08-12,1.0,72.53,72.53,30.03,0,8.0,1.0
CLM-44685,Franchise_FL_04,Dehumidifier Rental,2025-06-03,49.0,79.68,3904.32,3904.32,1,6.0,1.0
CLM-18675,Franchise_TX_01,Baseboard Replacement - MISC,,45.0,85.06,3827.7,3827.7,1,,
CLM-67831,Franchise_TX_01,Drywall Repair - MISC,,29.0,128.08,3714.32,2371.18,0,,
CLM-44220,Franchise_FL_04,Antimicrobial Treatment,2025-11-22,8.0,40.61,324.88,324.88,1,11.0,5.0
CLM-17758,Franchise_FL_04,Drywall Repair,2025-05-20,15.0,64.5,967.5,409.74,0,5.0,1.0
CLM-99361,Franchise_TX_01,Dehumidifier Rental,,40.0,83.57,3342.8,3342.8,1,,
CLM-68932,Franchise_FL_04,Dehumidifier Rental,2025-11-21,39.0,147.46,5750.94,3025.73,0,11.0,4.0
CLM-83076,Franchise_TX_01,Water Extraction - MISC,,19.0,125.76,2389.44,1334.55,0,,
CLM-28978,Franchise_NY_12,Drywall Repair,,22.0,42.86,942.92,536.38,0,,
CLM-73990,Franchise_NY_12,Antimicrobial Treatment,,24.0,27.95,670.8,670.8,1,,
CLM-96159,Franchise_TX_01,Dehumidifier Rental,,49.0,54.07,2649.43,2649.43,1,,
CLM-15337,Franchise_FL_04,Dehumidifier Rental,2025-07-31,32.0,108.97,3487.04,2347.81,0,7.0,3.0
CLM-57706,Franchise_TX_01,Antimicrobial Treatment,,4.0,116.15,464.6,464.6,1,,
CLM-79191,Franchise_TX_01,Antimicrobial Treatment,,43.0,118.29,5086.47,3030.37,0,,
CLM-47692,Franchise_FL_04,Drywall Repair,2025-03-28,12.0,43.81,525.72,447.75,0,3.0,4.0
CLM-85497,Franchise_NY_12,Baseboard Replacement,,47.0,19.52,917.44,481.4,0,,
CLM-19374,Franchise_NY_12,Antimicrobial Treatment,,22.0,81.39,1790.58,1478.24,0,,
CLM-40863,Franchise_NY_12,Drywall Repair,,4.0,129.35,517.4,456.18,0,,
CLM-11437,Franchise_NY_12,Baseboard Replacement,,10.0,67.17,671.7,467.82,0,,
CLM-59568,Franchise_NY_12,Antimicrobial Treatment,,13.0,43.28,562.64,243.73,0,,
CLM-59694,Franchise_TX_01,Water Extraction,,34.0,121.3,4124.2,4124.2,1,,
CLM-50057,Franchise_FL_04,Baseboard Replacement,2025-11-20,42.0,57.54,2416.68,2416.68,1,11.0,3.0
CLM-44269,Franchise_NY_12,Antimicrobial Treatment,,24.0,62.78,1506.72,1239.19,0,,
CLM-69683,Franchise_TX_01,Dehumidifier Rental,,50.0,146.54,7327.0,7327.0,1,,
CLM-29496,Franchise_NY_12,Drywall Repair,,18.0,72.63,1307.34,699.04,0,,
CLM-54613,Franchise_FL_04,Water Extraction,2025-01-01,41.0,70.64,2896.24,2896.24,1,1.0,2.0
CLM-81895,Franchise_FL_04,Baseboard Replacement,2025-02-22,32.0,136.65,4372.8,4372.8,1,2.0,5.0
CLM-26334,Franchise_TX_01,Drywall Repair,,47.0,88.6,4164.2,2198.52,0,,
CLM-48167,Franchise_NY_12,Dehumidifier Rental,,9.0,98.13,883.17,883.17,1,,
CLM-54922,Franchise_FL_04,Drywall Repair,2025-12-21,19.0,128.33,2438.27,2438.27,1,12.0,6.0
CLM-54367,Franchise_NY_12,Baseboard Replacement,,3.0,34.15,102.45,53.74,0,,
CLM-60321,Franchise_FL_04,Antimicrobial Treatment,2025-05-13,2.0,105.4,210.8,210.8,1,5.0,1.0
CLM-74337,Franchise_TX_01,Drywall Repair,,32.0,21.47,687.04,687.04,1,,
CLM-99207,Franchise_FL_04,Antimicrobial Treatment,2025-11-16,22.0,143.26,3151.72,3151.72,1,11.0,6.0
CLM-87330,Franchise_FL_04,Baseboard Replacement,2025-04-30,1.0,99.85,99.85,99.85,1,4.0,2.0
CLM-78343,Franchise_NY_12,Water Extraction,,35.0,123.89,4336.15,3863.58,0,,
CLM-78404,Franchise_NY_12,Baseboard Replacement,,36.0,51.28,1846.08,1168.63,0,,
CLM-95097,Franchise_NY_12,Drywall Repair,,41.0,109.69,4497.29,4497.29,1,,
CLM-33218,Franchise_FL_04,Dehumidifier Rental,2025-10-29,4.0,79.9,319.6,216.22,0,10.0,2.0
CLM-22185,Franchise_NY_12,Drywall Repair,,50.0,66.18,3309.0,3309.0,1,,
CLM-48889,Franchise_NY_12,Baseboard Replacement,,47.0,69.0,3243.0,1744.14,0,,
CLM-20554,Franchise_FL_04,Baseboard Replacement,2025-03-29,8.0,35.68,285.44,197.84,0,3.0,5.0
CLM-57122,Franchise_TX_01,Dehumidifier Rental,,13.0,65.73,854.49,559.66,0,,
CLM-52719,Franchise_NY_12,Dehumidifier Rental,,30.0,102.1,3063.0,1730.67,0,,
CLM-67013,Franchise_NY_12,Baseboard Replacement,,46.0,78.62,3616.52,1675.35,0,,
CLM-77075,Franchise_NY_12,Dehumidifier Rental,,40.0,133.63,5345.2,5345.2,1,,
CLM-36877,Franchise_FL_04,Baseboard Replacement,2025-03-12,33.0,142.48,4701.84,1978.32,0,3.0,2.0
CLM-50103,Franchise_TX_01,Drywall Repair,,22.0,64.39,1416.58,734.06,0,,
CLM-20906,Franchise_FL_04,Drywall Repair,2025-07-07,31.0,42.26,1310.06,1310.06,1,7.0,0.0
CLM-75116,Franchise_NY_12,Dehumidifier Rental,,6.0,121.31,727.86,727.86,1,,
CLM-44180,Franchise_FL_04,Water Extraction,2025-07-18,3.0,73.68,221.04,221.04,1,7.0,4.0
CLM-89475,Franchise_FL_04,Drywall Repair,2025-06-15,8.0,20.14,161.12,66.49,0,6.0,6.0
CLM-31405,Franchise_FL_04,Water Extraction,2025-11-30,12.0,39.19,470.28,470.28,1,11.0,6.0
CLM-73737,Franchise_NY_12,Antimicrobial Treatment,,45.0,55.36,2491.2,2491.2,1,,
CLM-82127,Franchise_NY_12,Antimicrobial Treatment,,45.0,132.4,5958.0,5958.0,1,,
CLM-14332,Franchise_TX_01,Dehumidifier Rental,,24.0,37.18,892.32,892.32,1,,
CLM-62406,Franchise_NY_12,Dehumidifier Rental,,30.0,34.64,1039.2,874.69,0,,
CLM-30632,Franchise_NY_12,Water Extraction,,23.0,33.97,781.31,535.08,0,,
CLM-33376,Franchise_TX_01,Water Extraction,,11.0,140.79,1548.69,1548.69,1,,
CLM-41684,Franchise_FL_04,Water Extraction,2025-05-04,5.0,97.95,489.75,489.75,1,5.0,6.0
CLM-32967,Franchise_TX_01,Dehumidifier Rental,,5.0,140.51,702.55,702.55,1,,
CLM-50574,Franchise_TX_01,Dehumidifier Rental,,18.0,33.36,600.48,600.48,1,,
CLM-29219,Franchise_NY_12,Antimicrobial Treatment,,36.0,121.1,4359.6,2041.99,0,,
CLM-63371,Franchise_NY_12,Drywall Repair,,44.0,116.14,5110.16,4190.49,0,,
CLM-23905,Franchise_TX_01,Dehumidifier Rental - MISC,,6.0,39.05,234.3,234.3,1,,
CLM-57492,Franchise_NY_12,Drywall Repair,,15.0,26.7,400.5,217.51,0,,
CLM-80323,Franchise_NY_12,Baseboard Replacement,,2.0,102.7,205.4,205.4,1,,
CLM-64416,Franchise_FL_04,Baseboard Replacement,2025-06-16,28.0,39.63,1109.64,1109.64,1,6.0,0.0
CLM-79517,Franchise_FL_04,Dehumidifier Rental,2025-02-08,2.0,35.49,70.98,46.65,0,2.0,5.0
CLM-54718,Franchise_FL_04,Dehumidifier Rental,2025-02-01,19.0,126.79,2409.01,2409.01,1,2.0,5.0
CLM-89732,Franchise_NY_12,Water Extraction,,30.0,52.99,1589.7,1589.7,1,,
CLM-32516,Franchise_FL_04,Antimicrobial Treatment,2025-12-26,17.0,146.11,2483.87,2483.87,1,12.0,4.0
CLM-45686,Franchise_NY_12,Water Extraction,,21.0,80.53,1691.13,1691.13,1,,
CLM-30113,Franchise_NY_12,Baseboard Replacement,,28.0,64.25,1799.0,1799.0,1,,
CLM-48093,Franchise_FL_04,Dehumidifier Rental,2025-10-16,43.0,126.68,5447.24,5447.24,1,10.0,3.0
CLM-50577,Franchise_TX_01,Baseboard Replacement,,35.0,114.03,3991.05,3991.05,1,,
CLM-97908,Franchise_TX_01,Drywall Repair,,14.0,65.89,922.46,922.46,1,,
CLM-33055,Franchise_TX_01,Water Extraction - MISC,,48.0,44.96,2158.08,2158.08,1,,
CLM-59848,Franchise_FL_04,Antimicrobial Treatment,2025-10-23,18.0,118.1,2125.8,2125.8,1,10.0,3.0
CLM-51242,Franchise_TX_01,Drywall Repair - MISC,,38.0,41.7,1584.6,917.17,0,,
CLM-48338,Franchise_FL_04,Dehumidifier Rental,2025-05-13,12.0,95.53,1146.36,1146.36,1,5.0,1.0
CLM-31305,Franchise_FL_04,Water Extraction,2025-12-20,8.0,46.74,373.92,373.92,1,12.0,5.0
CLM-66141,Franchise_FL_04,Drywall Repair,2025-05-12,37.0,84.96,3143.52,2030.28,0,5.0,0.0
CLM-34344,Franchise_NY_12,Drywall Repair,,34.0,48.29,1641.86,772.0,0,,
CLM-21563,Franchise_NY_12,Water Extraction,,34.0,79.64,2707.76,2339.75,0,,
CLM-95199,Franchise_FL_04,Baseboard Replacement,2025-02-02,16.0,114.47,1831.52,992.07,0,2.0,6.0
CLM-20032,Franchise_TX_01,Baseboard Replacement,,18.0,17.11,307.98,166.94,0,,
CLM-47657,Franchise_TX_01,Baseboard Replacement,,29.0,138.47,4015.63,2214.75,0,,
CLM-53227,Franchise_NY_12,Antimicrobial Treatment,,44.0,43.02,1892.88,1892.88,1,,
CLM-90412,Franchise_TX_01,Antimicrobial Treatment - MISC,,38.0,83.11,3158.18,3158.18,1,,
CLM-36691,Franchise_FL_04,Water Extraction,2025-01-09,31.0,16.79,520.49,398.74,0,1.0,3.0
CLM-57638,Franchise_NY_12,Drywall Repair,,42.0,38.35,1610.7,1324.18,0,,
CLM-69913,Franchise_NY_12,Water Extraction,,25.0,109.28,2732.0,2732.0,1,,
CLM-53495,Franchise_FL_04,Antimicrobial Treatment,2025-07-31,6.0,60.63,363.78,326.54,0,7.0,3.0
CLM-74777,Franchise_NY_12,Antimicrobial Treatment,,16.0,126.37,2021.92,2021.92,1,,
CLM-35862,Franchise_TX_01,Drywall Repair - MISC,,46.0,142.02,6532.92,4399.87,0,,
CLM-95645,Franchise_FL_04,Water Extraction,2025-08-07,37.0,122.66,4538.42,2561.15,0,8.0,3.0
CLM-34669,Franchise_NY_12,Water Extraction,,16.0,24.4,390.4,332.39,0,,
CLM-26538,Franchise_FL_04,Drywall Repair,2025-03-28,10.0,146.6,1466.0,823.79,0,3.0,4.0
CLM-71063,Franchise_TX_01,Dehumidifier Rental - MISC,,31.0,39.17,1214.27,723.52,0,,
CLM-17614,Franchise_TX_01,Dehumidifier Rental,,25.0,132.73,3318.25,2044.06,0,,
CLM-94024,Franchise_NY_12,Drywall Repair,,38.0,122.89,4669.82,2183.32,0,,
CLM-91654,Franchise_NY_12,Dehumidifier Rental,,37.0,28.89,1068.93,707.46,0,,
CLM-27716,Franchise_FL_04,Antimicrobial Treatment,2025-07-27,3.0,59.19,177.57,81.99,0,7.0,6.0
CLM-84034,Franchise_NY_12,Baseboard Replacement,,38.0,51.97,1974.86,1974.86,1,,
CLM-50644,Franchise_NY_12,Water Extraction,,17.0,131.08,2228.36,2228.36,1,,
CLM-56899,Franchise_NY_12,Dehumidifier Rental,,17.0,43.6,741.2,564.35,0,,
CLM-50359,Franchise_FL_04,Baseboard Replacement,2025-12-21,35.0,115.61,4046.35,4046.35,1,12.0,6.0
CLM-29648,Franchise_FL_04,Dehumidifier Rental,2025-06-05,37.0,102.64,3797.68,1951.68,0,6.0,3.0
CLM-38499,Franchise_NY_12,Baseboard Replacement,,36.0,36.06,1298.16,552.78,0,,
CLM-24829,Franchise_NY_12,Drywall Repair,,27.0,60.66,1637.82,1251.4,0,,
CLM-47563,Franchise_FL_04,Drywall Repair,2025-06-16,29.0,37.08,1075.32,735.29,0,6.0,0.0
CLM-63326,Franchise_NY_12,Drywall Repair,,30.0,89.19,2675.7,2675.7,1,,
CLM-23228,Franchise_TX_01,Water Extraction,,45.0,34.37,1546.65,1546.65,1,,
CLM-56254,Franchise_TX_01,Antimicrobial Treatment,,18.0,96.11,1729.98,1729.98,1,,
CLM-99494,Franchise_TX_01,Antimicrobial Treatment,,23.0,65.62,1509.26,630.65,0,,
CLM-84976,Franchise_NY_12,Water Extraction,,5.0,104.96,524.8,397.13,0,,
CLM-42078,Franchise_TX_01,Water Extraction,,49.0,71.61,3508.89,3508.89,1,,
CLM-23691,Franchise_FL_04,Dehumidifier Rental,2025-02-07,32.0,36.78,1176.96,1176.96,1,2.0,4.0
CLM-44586,Franchise_TX_01,Baseboard Replacement,,39.0,41.5,1618.5,1618.5,1,,
CLM-76956,Franchise_FL_04,Drywall Repair,2025-05-26,16.0,125.78,2012.48,2012.48,1,5.0,0.0
CLM-56027,Franchise_FL_04,Baseboard Replacement,2025-04-13,49.0,125.75,6161.75,6161.75,1,4.0,6.0
CLM-21582,Franchise_FL_04,Water Extraction,2025-06-26,41.0,45.79,1877.39,1877.39,1,6.0,3.0
CLM-24358,Franchise_NY_12,Water Extraction,,33.0,73.41,2422.53,2422.53,1,,
CLM-24217,Franchise_FL_04,Antimicrobial Treatment,2025-12-25,4.0,121.02,484.08,356.52,0,12.0,3.0
CLM-99335,Franchise_NY_12,Dehumidifier Rental,,11.0,75.63,831.93,655.18,0,,
CLM-70776,Franchise_TX_01,Dehumidifier Rental,,25.0,146.06,3651.5,2915.38,0,,
CLM-53697,Franchise_FL_04,Dehumidifier Rental,2025-02-20,49.0,140.59,6888.91,6888.91,1,2.0,3.0
CLM-35594,Franchise_FL_04,Baseboard Replacement,2025-11-25,42.0,64.53,2710.26,2710.26,1,11.0,1.0
CLM-98893,Franchise_TX_01,Antimicrobial Treatment,,22.0,113.98,2507.56,2507.56,1,,
CLM-54056,Franchise_NY_12,Baseboard Replacement,,10.0,141.76,1417.6,1417.6,1,,
CLM-80400,Franchise_FL_04,Water Extraction,2025-09-07,12.0,79.96,959.52,463.25,0,9.0,6.0
CLM-17410,Franchise_NY_12,Drywall Repair,,5.0,146.83,734.15,440.4,0,,
CLM-43079,Franchise_TX_01,Dehumidifier Rental,,35.0,55.46,1941.1,1142.77,0,,
CLM-48282,Franchise_FL_04,Drywall Repair,2025-04-27,50.0,116.91,5845.5,5845.5,1,4.0,6.0
CLM-28352,Franchise_NY_12,Antimicrobial Treatment,,15.0,101.01,1515.15,1144.0,0,,
CLM-38230,Franchise_NY_12,Water Extraction,,31.0,67.09,2079.79,1569.55,0,,
CLM-22142,Franchise_NY_12,Dehumidifier Rental,,25.0,82.54,2063.5,2063.5,1,,
CLM-61726,Franchise_TX_01,Drywall Repair,,18.0,39.14,704.52,400.09,0,,
CLM-27079,Franchise_TX_01,Drywall Repair,,27.0,68.58,1851.66,1504.73,0,,
CLM-60172,Franchise_NY_12,Water Extraction,,11.0,54.93,604.23,604.23,1,,
CLM-84267,Franchise_NY_12,Antimicrobial Treatment,,48.0,128.38,6162.24,6162.24,1,,
CLM-47405,Franchise_TX_01,Dehumidifier Rental,,18.0,125.85,2265.3,1962.25,0,,
CLM-34999,Franchise_NY_12,Baseboard Replacement,,49.0,77.13,3779.37,1683.88,0,,
CLM-25981,Franchise_TX_01,Antimicrobial Treatment,,3.0,84.78,254.34,157.91,0,,
CLM-63980,Franchise_TX_01,Antimicrobial Treatment,,38.0,45.75,1738.5,1462.1,0,,
CLM-97469,Franchise_TX_01,Dehumidifier Rental - MISC,,9.0,97.7,879.3,879.3,1,,
CLM-60216,Franchise_NY_12,Water Extraction,,7.0,31.89,223.23,223.23,1,,
CLM-42956,Franchise_TX_01,Antimicrobial Treatment,,43.0,55.11,2369.73,1174.43,0,,
CLM-43396,Franchise_FL_04,Dehumidifier Rental,2025-08-24,47.0,135.07,6348.29,4403.54,0,8.0,6.0
CLM-41599,Franchise_NY_12,Baseboard Replacement,,40.0,24.55,982.0,690.41,0,,
CLM-81509,Franchise_NY_12,Baseboard Replacement,,50.0,63.05,3152.5,1551.07,0,,
CLM-14127,Franchise_FL_04,Water Extraction,2025-09-02,17.0,96.78,1645.26,1645.26,1,9.0,1.0
